,0,1
0,5.7676898510175025,6.0
1,5.217770891917544,5.0
2,5.226870922510744,6.0
3,5.471817688717509,5.0
4,5.946528717992103,6.0
5,5.275164240298556,5.0
6,5.142309391653137,5.0
7,5.053857803415139,5.0
8,5.829899849759207,5.0
9,5.872525605919493,6.0
10,6.250795863548061,7.0
11,5.1904540571384015,3.0
12,5.82998990304927,5.0
13,5.343414590821127,5.0
14,5.510990147326943,6.0
15,6.301707865520052,7.0
16,5.360622983078508,5.0
17,5.670736931953476,7.0
18,6.826300612420435,8.0
19,5.195375182962798,5.0
20,4.3919289594829545,5.0
21,5.418719847505161,6.0
22,5.769298508180838,5.0
23,6.252224414427535,6.0
24,5.533391583572477,6.0
25,5.691963454164726,6.0
26,6.296106958216177,7.0
27,5.501669953059774,6.0
28,5.162358166718879,5.0
29,6.0773700203991945,6.0
30,5.530586592712782,5.0
31,4.992121285764111,5.0
32,5.6387286310475915,6.0
33,5.123093882131237,5.0
34,5.758326243587185,6.0
35,5.048789666583901,5.0
36,6.429464180010294,7.0
37,6.0212523818605135,5.0
38,5.59730319303934,4.0
39,5.870518562352708,6.0
40,5.601113935852093,5.0
41,5.327015254095823,5.0
42,6.30877862676278,7.0
43,5.271573436103499,5.0
44,5.963327324827497,5.0
45,5.757993042278805,6.0
46,6.610255877248185,7.0
47,5.577471061719455,6.0
48,5.001153191020154,5.0
49,5.787757676440236,6.0
50,4.63358867715539,5.0
51,5.03511967973833,5.0
52,5.817334919872844,5.0
53,6.813287032570614,7.0
54,5.076931333726666,6.0
55,5.101903898155411,6.0
56,6.439410787392492,6.0
57,5.390987515333479,5.0
58,5.9941399282928876,5.0
59,5.351013456906764,5.0
60,5.831684223150031,5.0
61,6.0612473901058745,7.0
62,5.305111450354185,5.0
63,5.321945121433051,6.0
64,6.503710990739271,6.0
65,4.849975619162923,5.0
66,6.432710396174626,6.0
67,5.381370474559157,5.0
68,6.467243377993654,6.0
69,5.3540165637483765,5.0
70,6.204193227707704,6.0
71,4.9262482674702115,4.0
72,5.849262991806731,6.0
73,5.761836913452469,6.0
74,6.4437239803576185,6.0
75,5.24530573548527,5.0
76,6.899010590271039,8.0
77,5.6534933486360615,5.0
78,6.212676942934867,6.0
79,6.422270948162407,6.0
80,5.239563661290597,5.0
81,6.557506463595434,6.0
82,5.446648802959328,5.0
83,5.426970421603091,6.0
84,6.099554481417392,6.0
85,5.988857401601626,7.0
86,5.166172861417853,5.0
87,6.269942719107289,6.0
88,6.442934461259233,7.0
89,4.845259447989817,4.0
90,5.984771928490855,7.0
91,5.623417136118584,6.0
92,5.056142365758526,5.0
93,5.546276609578254,5.0
94,5.072152343840602,5.0
95,5.4707304774950005,6.0
96,5.360423390858521,5.0
97,5.892490289728845,6.0
98,5.006384454853587,5.0
99,5.679550297727535,6.0
100,4.881760035083393,5.0
101,5.139112921252878,5.0
102,5.877220853153086,5.0
103,5.6507090601783725,7.0
104,5.511350003889093,6.0
105,6.252801909202481,7.0
106,5.923358679775317,6.0
107,5.391916556467139,5.0
108,5.913892126278733,6.0
109,5.218378363301759,5.0
110,6.759801234621979,8.0
111,5.131680649144384,5.0
112,5.957640092989016,6.0
113,4.867263442377522,5.0
114,5.6322159070008695,6.0
115,6.189798324344504,7.0
116,6.175272308993571,6.0
117,5.404847033580339,6.0
118,5.115391312132615,5.0
119,5.9268956726965625,6.0
120,6.049397776642541,6.0
121,5.232851169599525,6.0
122,5.90612469008978,6.0
123,5.097438395373964,6.0
124,5.503075576206164,6.0
125,5.438933537620451,6.0
126,6.27139764600727,7.0
127,5.627319900216345,6.0
128,5.027611801992571,5.0
129,5.566080336767434,5.0
130,5.849262991806731,6.0
131,5.227205813512936,5.0
132,5.099601816193254,5.0
133,6.411995948559762,5.0
134,5.787757676440236,6.0
135,5.106951148412237,5.0
136,4.983646760704778,5.0
137,5.454356331485172,5.0
138,4.880048843389008,5.0
139,5.962745955171763,6.0
140,6.263472850467603,7.0
141,5.936537425609755,6.0
142,6.480984017475131,8.0
143,5.409926343404428,5.0
144,5.95814823898113,5.0
145,5.355651034836321,5.0
146,6.075676229977188,6.0
147,5.039151894468459,6.0
148,5.870748503491414,6.0
149,5.066870177437539,5.0
150,5.9741684048764085,6.0
151,6.292228926033936,7.0
152,5.278333571408634,6.0
153,5.882794824917592,5.0
154,5.849262991806731,6.0
155,6.0774168310869525,5.0
156,5.2372501698515945,5.0
157,5.81096424601606,6.0
158,5.4846854908469735,6.0
159,6.023292687568724,6.0
160,6.228351367392886,7.0
161,5.890718848845396,5.0
162,6.145616953022034,7.0
163,5.248158516592986,5.0
164,5.46107481154845,5.0
165,5.88074202414373,5.0
166,4.7563700165467155,6.0
167,5.174243494241532,6.0
168,4.640930857405441,5.0
169,4.975401140850197,5.0
170,5.256546979144516,6.0
171,4.689410596482253,5.0
172,6.130250804890713,7.0
173,5.264520671640865,6.0
174,6.656291324271438,7.0
175,5.815897901872156,6.0
176,6.0219379551451775,6.0
177,5.079252014615091,5.0
178,5.085103512313121,5.0
179,4.925047093538004,6.0
180,3.9378996019386716,4.0
181,6.390024172175031,6.0
182,5.495952310988051,5.0
183,6.431100490601932,7.0
184,4.737664128153919,5.0
185,6.5193483085363475,5.0
186,5.3007688351399,4.0
187,5.846285546534724,5.0
188,6.675341569179397,7.0
189,5.264520671640865,6.0
190,5.653758776247337,5.0
191,6.203191169657351,6.0
192,5.636927099136165,6.0
193,6.561348437647217,7.0
194,5.708468530403818,6.0
195,4.925979146728143,5.0
196,4.686754157113762,5.0
197,5.473960747568756,6.0
198,5.629839240213776,5.0
199,6.252801909202481,7.0
200,5.253243318349974,5.0
201,4.85521196684756,6.0
202,4.97391093847816,6.0
203,5.17135504915157,5.0
204,6.669849520533096,7.0
205,5.744197567420089,5.0
206,4.902217934842717,5.0
207,5.247338950775306,5.0
208,5.521851133666598,6.0
209,5.669878959612449,7.0
210,6.818545312347763,7.0
211,4.840407091787224,5.0
212,5.648046783855215,5.0
213,6.388587574806684,6.0
214,5.978514519205889,6.0
215,5.929553938954988,7.0
216,5.539648321714039,6.0
217,5.147658277117634,5.0
218,5.818135143197808,6.0
219,5.579130431708631,6.0
220,5.311650935489401,6.0
221,6.233207404201823,6.0
222,6.248859035779796,6.0
223,5.970882635459498,7.0
224,4.8312702113610975,4.0
225,4.866197216875735,5.0
226,5.269968124465012,5.0
227,6.510910622653856,7.0
228,5.4838255334511965,5.0
229,5.375505541851576,5.0
230,5.274065254437203,5.0
231,4.7282671063742026,5.0
232,6.229112318245856,6.0
233,6.15400624016323,6.0
234,5.209614037028415,5.0
235,6.252801909202481,7.0
236,5.5637125179039995,5.0
237,6.099554481417392,6.0
238,5.069191092892724,6.0
239,5.107146537290663,6.0
240,5.663035039598294,5.0
241,5.148962950071902,4.0
242,5.732108701174999,6.0
243,6.176502007744827,7.0
244,5.525949385681067,6.0
245,5.956474747705584,7.0
246,5.404703561651428,5.0
247,5.615610731045083,6.0
248,6.591799147193023,6.0
249,5.338732419632694,5.0
250,5.831208434794027,5.0
251,5.686143966555908,6.0
252,5.561040446555377,5.0
253,5.380489950759711,6.0
254,4.866541304316617,4.0
255,5.3655436269475265,5.0
256,5.329189632440795,6.0
257,5.665619214399258,6.0
258,5.699698750253354,5.0
259,6.722865814643763,6.0
260,6.258561201836245,6.0
261,5.590155625775108,5.0
262,5.079252014615091,5.0
263,6.5700168638192045,6.0
264,6.011619436172406,7.0
265,6.571116034194167,7.0
266,5.214147707334186,6.0
267,5.04431428363159,5.0
268,6.051582284525581,6.0
269,6.466108353593349,6.0
270,4.803871934430169,5.0
271,5.079961873354589,6.0
272,5.533683999870804,5.0
273,5.341647927664901,6.0
274,5.250237217450624,5.0
275,4.9545727668990915,5.0
276,5.868691423295394,5.0
277,6.344788694564418,6.0
278,6.2429531800186,6.0
279,5.419460719923896,6.0
280,6.7500640122194095,7.0
281,5.078574806021141,5.0
282,5.647756727841256,5.0
283,5.459182851350458,6.0
284,5.655151943059156,5.0
285,5.798784048555657,7.0
286,5.060484395328317,5.0
287,5.936537425609755,6.0
288,5.199618984817895,4.0
289,5.804069256312464,6.0
290,6.063304951571513,6.0
291,6.665019830106691,8.0
292,6.378834502493267,6.0
293,5.432819849634517,5.0
294,4.9123438341735,5.0
295,6.2986818503269015,6.0
296,5.334112745193521,5.0
297,6.310451542898501,7.0
298,6.389616556700436,6.0
299,6.311342434720022,6.0
300,5.039400290741873,5.0
301,4.931528615384525,5.0
302,6.43772308501019,7.0
303,5.022825852883832,6.0
304,5.5099416402493135,6.0
305,5.485694059000745,5.0
306,5.595187166545167,6.0
307,6.115319415893302,6.0
308,5.281699637925217,5.0
309,6.442432539002393,7.0
310,5.6087596950289695,6.0
311,5.782714337801268,6.0
312,5.69894828093814,6.0
313,5.735734021169555,6.0
314,5.123093882131237,5.0
315,5.995392516361572,6.0
316,5.279714161908575,5.0
317,5.477246151044032,5.0
318,6.449100636145363,6.0
319,5.06706608955244,4.0
